call_id,timestamp,customer_id,provider_id,specialty,outcome,call_duration_s,api_latency_ms,workflow_steps_completed,error_code
CALL-00653,2026-02-11T16:40:53,CUS-101,PRV-012,Neurology,SCHEDULED,475,436,2,
CALL-00005,2026-02-11T16:41:01,CUS-103,PRV-011,Neurology,NO_AVAILABILITY,467,688,1,ERR-4825
CALL-00257,2026-02-11T16:46:29,CUS-104,PRV-040,Pediatrics,SCHEDULED,206,266,2,
CALL-01556,2026-02-11T16:47:29,CUS-104,PRV-011,Dermatology,SCHEDULED,544,95,6,
CALL-01931,2026-02-11T16:50:06,CUS-105,PRV-009,Internal Medicine,SCHEDULED,92,769,2,
CALL-01122,2026-02-11T16:50:17,CUS-104,PRV-016,Family Medicine,SCHEDULED,127,780,2,
CALL-00990,2026-02-11T16:51:31,CUS-101,PRV-040,Oncology,NO_AVAILABILITY,388,308,2,ERR-9411
CALL-01713,2026-02-11T16:53:06,CUS-102,PRV-021,Family Medicine,SCHEDULED,534,657,5,
CALL-01029,2026-02-11T16:53:48,CUS-101,PRV-042,Pediatrics,SCHEDULED,597,90,5,
CALL-00542,2026-02-11T16:54:27,CUS-101,PRV-046,Oncology,SCHEDULED,91,206,5,
CALL-00176,2026-02-11T17:00:48,CUS-101,PRV-008,Orthopedics,TRANSFER,219,239,6,
CALL-01952,2026-02-11T17:02:01,CUS-102,PRV-040,Dermatology,SCHEDULED,101,638,2,
CALL-00350,2026-02-11T17:10:33,CUS-105,PRV-028,Dermatology,SCHEDULED,148,244,2,
CALL-00944,2026-02-11T17:11:37,CUS-105,PRV-011,Dermatology,SCHEDULED,173,677,3,
CALL-01488,2026-02-11T17:15:41,CUS-101,PRV-038,Cardiology,TIMEOUT,297,43799,7,ERR-3265
CALL-00618,2026-02-11T17:31:16,CUS-103,PRV-030,Cardiology,PATIENT_HANGUP,323,777,5,
CALL-00885,2026-02-11T17:34:23,CUS-105,PRV-043,Dermatology,SCHEDULED,599,250,2,
CALL-01537,2026-02-11T17:36:21,CUS-102,PRV-003,Neurology,SCHEDULED,49,110,4,
CALL-01574,2026-02-11T17:38:24,CUS-102,PRV-030,Orthopedics,SCHEDULED,187,444,2,
CALL-00706,2026-02-11T17:41:29,CUS-104,PRV-021,Family Medicine,SCHEDULED,301,149,2,
CALL-00627,2026-02-11T17:53:00,CUS-101,PRV-017,Internal Medicine,SCHEDULED,305,564,6,
CALL-01839,2026-02-11T17:55:57,CUS-104,PRV-008,Cardiology,SCHEDULED,192,274,1,
CALL-00589,2026-02-11T18:00:45,CUS-103,PRV-014,Family Medicine,TRANSFER,344,288,4,
CALL-00799,2026-02-11T18:02:34,CUS-104,PRV-016,Internal Medicine,SCHEDULED,111,179,6,
CALL-01524,2026-02-11T18:03:25,CUS-103,PRV-029,Neurology,NO_AVAILABILITY,387,456,5,ERR-3994
CALL-01401,2026-02-11T18:03:29,CUS-101,PRV-013,Cardiology,SCHEDULED,119,302,1,
CALL-00216,2026-02-11T18:07:20,CUS-105,PRV-028,Family Medicine,CALL_FAILED,299,198,3,ERR-8786
CALL-00757,2026-02-11T18:09:53,CUS-104,PRV-036,Family Medicine,SCHEDULED,271,751,1,
CALL-01251,2026-02-11T18:10:33,CUS-105,PRV-042,Pediatrics,SCHEDULED,177,71,2,
CALL-00830,2026-02-11T18:10:36,CUS-103,PRV-031,Family Medicine,NO_AVAILABILITY,173,761,5,ERR-5789
CALL-01564,2026-02-11T18:12:02,CUS-102,PRV-033,Dermatology,SCHEDULED,63,466,3,
CALL-01637,2026-02-11T18:14:19,CUS-103,PRV-005,Pediatrics,TRANSFER,420,633,5,
CALL-00532,2026-02-11T18:14:27,CUS-102,PRV-018,Dermatology,TRANSFER,143,266,4,
CALL-01516,2026-02-11T18:18:14,CUS-102,PRV-037,Family Medicine,SCHEDULED,583,636,2,
CALL-01738,2026-02-11T18:22:13,CUS-101,PRV-011,Cardiology,SCHEDULED,270,453,2,
CALL-01946,2026-02-11T18:23:05,CUS-105,PRV-026,Internal Medicine,TRANSFER,191,237,7,
CALL-00233,2026-02-11T18:25:43,CUS-102,PRV-046,Oncology,TOOL_ERROR,277,124,1,ERR-1962
CALL-01892,2026-02-11T18:29:42,CUS-102,PRV-025,Cardiology,SCHEDULED,191,390,3,
CALL-00464,2026-02-11T18:36:55,CUS-103,PRV-036,Pediatrics,TRANSFER,64,224,7,
CALL-00138,2026-02-11T18:39:34,CUS-105,PRV-014,Dermatology,TRANSFER,358,106,5,
CALL-01533,2026-02-11T18:47:37,CUS-103,PRV-042,Cardiology,NO_AVAILABILITY,82,99,4,ERR-5716
CALL-00467,2026-02-11T18:49:15,CUS-105,PRV-027,Family Medicine,SCHEDULED,377,529,5,
CALL-00033,2026-02-11T18:49:28,CUS-103,PRV-041,Internal Medicine,NO_AVAILABILITY,149,257,7,ERR-5146
CALL-00007,2026-02-11T18:51:07,CUS-103,PRV-029,Family Medicine,NO_AVAILABILITY,229,600,5,ERR-9573
CALL-01811,2026-02-11T18:52:28,CUS-104,PRV-012,Oncology,TRANSFER,228,740,2,
CALL-00676,2026-02-11T18:52:50,CUS-102,PRV-003,Orthopedics,CALL_FAILED,479,166,1,ERR-9174
CALL-00444,2026-02-11T18:54:36,CUS-101,PRV-044,Internal Medicine,SCHEDULED,452,745,7,
CALL-01656,2026-02-11T18:55:48,CUS-102,PRV-013,Orthopedics,SCHEDULED,171,688,7,
CALL-01446,2026-02-11T18:57:55,CUS-101,PRV-021,Neurology,TRANSFER,336,725,1,
CALL-01900,2026-02-11T19:00:20,CUS-102,PRV-044,Neurology,SCHEDULED,74,535,5,
CALL-00420,2026-02-11T19:00:42,CUS-105,PRV-003,Dermatology,SCHEDULED,22,434,5,
CALL-01005,2026-02-11T19:10:04,CUS-101,PRV-005,Family Medicine,SCHEDULED,76,684,7,
CALL-01619,2026-02-11T19:11:03,CUS-104,PRV-001,Internal Medicine,SCHEDULED,187,495,2,
CALL-01212,2026-02-11T19:15:48,CUS-105,PRV-040,Internal Medicine,TRANSFER,556,53,2,
CALL-01795,2026-02-11T19:15:53,CUS-105,PRV-042,Dermatology,SCHEDULED,509,781,5,
CALL-01964,2026-02-11T19:17:04,CUS-104,PRV-011,Orthopedics,SCHEDULED,453,393,7,
CALL-00538,2026-02-11T19:18:25,CUS-105,PRV-013,Neurology,TOOL_ERROR,379,182,3,ERR-2595
CALL-00001,2026-02-11T19:25:09,CUS-102,PRV-022,Dermatology,SCHEDULED,65,611,4,
CALL-01608,2026-02-11T19:25:30,CUS-102,PRV-021,Family Medicine,TOOL_ERROR,149,198,1,ERR-4550
CALL-01912,2026-02-11T19:28:27,CUS-102,PRV-036,Cardiology,TRANSFER,591,83,6,
CALL-01008,2026-02-11T19:31:20,CUS-105,PRV-048,Orthopedics,SCHEDULED,189,93,6,
CALL-00736,2026-02-11T19:34:45,CUS-101,PRV-029,Orthopedics,TRANSFER,40,456,7,
CALL-01804,2026-02-11T19:36:00,CUS-101,PRV-030,Orthopedics,TRANSFER,106,244,7,
CALL-01125,2026-02-11T19:38:36,CUS-104,PRV-049,Pediatrics,TRANSFER,432,220,5,
CALL-00684,2026-02-11T19:41:51,CUS-105,PRV-001,Dermatology,SCHEDULED,343,320,7,
CALL-00999,2026-02-11T19:42:06,CUS-105,PRV-008,Cardiology,TOOL_ERROR,219,133,1,ERR-2502
CALL-00435,2026-02-11T19:43:59,CUS-102,PRV-034,Orthopedics,SCHEDULED,24,601,7,
CALL-00111,2026-02-11T19:46:02,CUS-104,PRV-008,Orthopedics,TIMEOUT,550,45019,6,ERR-9791
CALL-00916,2026-02-11T19:50:10,CUS-102,PRV-036,Neurology,TOOL_ERROR,371,226,2,ERR-2456
CALL-00442,2026-02-11T19:50:37,CUS-101,PRV-046,Pediatrics,SCHEDULED,182,641,2,
CALL-00091,2026-02-11T19:52:07,CUS-101,PRV-011,Family Medicine,SCHEDULED,323,537,6,
CALL-00115,2026-02-11T19:53:47,CUS-104,PRV-021,Dermatology,NO_AVAILABILITY,573,190,3,ERR-4493
CALL-00212,2026-02-11T20:04:57,CUS-104,PRV-024,Dermatology,SCHEDULED,158,291,1,
CALL-01878,2026-02-11T20:13:44,CUS-101,PRV-040,Orthopedics,TRANSFER,310,604,7,
CALL-01926,2026-02-11T20:15:25,CUS-102,PRV-038,Oncology,SCHEDULED,565,77,3,
CALL-00332,2026-02-11T20:16:15,CUS-101,PRV-031,Orthopedics,NO_AVAILABILITY,70,391,5,ERR-4878
CALL-00870,2026-02-11T20:20:59,CUS-102,PRV-043,Orthopedics,SCHEDULED,182,484,3,
CALL-01603,2026-02-11T20:30:44,CUS-102,PRV-023,Orthopedics,SCHEDULED,448,487,1,
CALL-00348,2026-02-11T20:35:15,CUS-102,PRV-013,Cardiology,SCHEDULED,283,153,1,
CALL-01750,2026-02-11T20:35:27,CUS-102,PRV-021,Dermatology,SCHEDULED,140,505,6,
CALL-00641,2026-02-11T20:39:43,CUS-104,PRV-043,Dermatology,SCHEDULED,37,239,2,
CALL-00077,2026-02-11T20:42:08,CUS-102,PRV-001,Dermatology,TRANSFER,162,788,4,
CALL-00915,2026-02-11T20:43:22,CUS-103,PRV-016,Pediatrics,SCHEDULED,63,382,6,
CALL-00316,2026-02-11T20:43:24,CUS-103,PRV-041,Orthopedics,NO_AVAILABILITY,537,338,6,ERR-9750
CALL-01759,2026-02-11T20:49:56,CUS-104,PRV-022,Neurology,TOOL_ERROR,144,580,3,ERR-2821
CALL-01951,2026-02-11T20:53:03,CUS-105,PRV-024,Oncology,SCHEDULED,83,538,7,
CALL-00372,2026-02-11T20:58:26,CUS-104,PRV-011,Dermatology,SCHEDULED,443,539,6,
CALL-00750,2026-02-11T20:58:55,CUS-104,PRV-038,Pediatrics,SCHEDULED,427,310,5,
CALL-01743,2026-02-11T21:03:33,CUS-101,PRV-024,Pediatrics,TRANSFER,279,508,4,
CALL-01630,2026-02-11T21:05:26,CUS-102,PRV-025,Neurology,SCHEDULED,49,313,7,
CALL-01056,2026-02-11T21:08:21,CUS-103,PRV-042,Family Medicine,NO_AVAILABILITY,567,746,1,ERR-6627
CALL-01715,2026-02-11T21:08:37,CUS-105,PRV-002,Family Medicine,SCHEDULED,501,196,7,
CALL-01787,2026-02-11T21:12:01,CUS-104,PRV-036,Dermatology,TIMEOUT,407,57497,7,ERR-5439
CALL-01113,2026-02-11T21:16:30,CUS-102,PRV-011,Orthopedics,PATIENT_HANGUP,544,663,5,
CALL-00787,2026-02-11T21:18:52,CUS-104,PRV-039,Oncology,TRANSFER,370,550,6,
CALL-01765,2026-02-11T21:21:36,CUS-101,PRV-002,Internal Medicine,PATIENT_HANGUP,470,529,5,
CALL-01452,2026-02-11T21:24:24,CUS-103,PRV-048,Oncology,SCHEDULED,435,101,4,
CALL-01734,2026-02-11T21:27:49,CUS-102,PRV-012,Internal Medicine,SCHEDULED,23,389,2,
CALL-00519,2026-02-11T21:31:42,CUS-103,PRV-017,Dermatology,TIMEOUT,167,55486,3,ERR-3421
CALL-01669,2026-02-11T21:32:46,CUS-102,PRV-016,Family Medicine,SCHEDULED,207,512,5,
CALL-00622,2026-02-11T21:40:43,CUS-105,PRV-029,Internal Medicine,SCHEDULED,372,389,4,
CALL-01994,2026-02-11T21:41:33,CUS-105,PRV-049,Cardiology,SCHEDULED,273,644,6,
CALL-01170,2026-02-11T21:41:54,CUS-101,PRV-015,Pediatrics,SCHEDULED,19,593,2,
CALL-01974,2026-02-11T21:44:05,CUS-105,PRV-024,Cardiology,NO_AVAILABILITY,167,513,4,ERR-3735
CALL-00796,2026-02-11T21:45:37,CUS-103,PRV-013,Family Medicine,NO_AVAILABILITY,490,338,7,ERR-9021
CALL-00663,2026-02-11T21:48:03,CUS-102,PRV-014,Neurology,PATIENT_HANGUP,78,291,4,
CALL-01683,2026-02-11T21:55:59,CUS-104,PRV-014,Cardiology,SCHEDULED,340,373,7,
CALL-00547,2026-02-11T21:56:43,CUS-101,PRV-040,Cardiology,TOOL_ERROR,265,766,3,ERR-1130
CALL-01092,2026-02-11T21:57:20,CUS-102,PRV-037,Orthopedics,SCHEDULED,328,246,7,
CALL-00927,2026-02-11T21:59:59,CUS-102,PRV-021,Neurology,SCHEDULED,152,379,7,
CALL-00133,2026-02-12T07:02:30,CUS-105,PRV-003,Oncology,TRANSFER,505,763,7,
CALL-01242,2026-02-12T07:02:38,CUS-101,PRV-001,Pediatrics,PATIENT_HANGUP,401,403,6,
CALL-00811,2026-02-12T07:09:39,CUS-105,PRV-011,Neurology,TRANSFER,440,73,7,
CALL-00268,2026-02-12T07:10:18,CUS-102,PRV-031,Neurology,SCHEDULED,534,274,5,
CALL-00359,2026-02-12T07:11:28,CUS-102,PRV-017,Dermatology,SCHEDULED,99,351,7,
CALL-00093,2026-02-12T07:18:59,CUS-104,PRV-025,Neurology,NO_AVAILABILITY,57,149,5,ERR-6797
CALL-01984,2026-02-12T07:26:25,CUS-102,PRV-012,Cardiology,TOOL_ERROR,426,216,3,ERR-1242
CALL-01941,2026-02-12T07:27:31,CUS-104,PRV-037,Orthopedics,NO_AVAILABILITY,255,224,5,ERR-8045
CALL-01352,2026-02-12T07:33:13,CUS-104,PRV-036,Internal Medicine,CALL_FAILED,305,360,3,ERR-9516
CALL-00573,2026-02-12T07:40:49,CUS-105,PRV-010,Cardiology,TRANSFER,571,130,5,
CALL-00994,2026-02-12T07:44:43,CUS-103,PRV-045,Oncology,SCHEDULED,539,484,4,
CALL-00959,2026-02-12T07:44:49,CUS-104,PRV-009,Orthopedics,SCHEDULED,132,168,2,
CALL-00574,2026-02-12T07:47:46,CUS-102,PRV-030,Neurology,SCHEDULED,242,354,2,
CALL-01678,2026-02-12T07:51:10,CUS-101,PRV-024,Oncology,TOOL_ERROR,372,123,3,ERR-6131
CALL-00163,2026-02-12T07:52:52,CUS-103,PRV-038,Pediatrics,SCHEDULED,489,279,1,
CALL-00633,2026-02-12T07:58:35,CUS-101,PRV-050,Oncology,SCHEDULED,158,679,3,
CALL-01996,2026-02-12T07:59:38,CUS-102,PRV-027,Pediatrics,SCHEDULED,64,258,1,
CALL-00118,2026-02-12T08:00:00,CUS-102,PRV-006,Pediatrics,SCHEDULED,502,758,2,
CALL-00748,2026-02-12T08:00:19,CUS-102,PRV-013,Dermatology,TRANSFER,353,146,1,
CALL-00030,2026-02-12T08:16:20,CUS-102,PRV-046,Dermatology,SCHEDULED,475,699,3,
CALL-00567,2026-02-12T08:22:50,CUS-104,PRV-027,Oncology,SCHEDULED,398,279,5,
CALL-01905,2026-02-12T08:27:10,CUS-101,PRV-050,Pediatrics,SCHEDULED,571,430,1,
CALL-01710,2026-02-12T08:29:58,CUS-105,PRV-045,Dermatology,SCHEDULED,444,643,7,
CALL-01366,2026-02-12T08:31:46,CUS-104,PRV-048,Family Medicine,SCHEDULED,417,346,2,
CALL-01783,2026-02-12T08:33:48,CUS-105,PRV-015,Neurology,TIMEOUT,37,48852,4,ERR-1735
CALL-00070,2026-02-12T08:38:06,CUS-105,PRV-050,Oncology,SCHEDULED,77,142,2,
CALL-01708,2026-02-12T08:41:02,CUS-104,PRV-049,Neurology,PATIENT_HANGUP,186,56,6,
CALL-01800,2026-02-12T08:44:24,CUS-102,PRV-004,Family Medicine,SCHEDULED,574,458,4,
CALL-00392,2026-02-12T08:45:34,CUS-105,PRV-011,Pediatrics,NO_AVAILABILITY,347,696,6,ERR-7366
CALL-00891,2026-02-12T08:47:17,CUS-105,PRV-022,Neurology,NO_AVAILABILITY,205,311,3,ERR-8984
CALL-00967,2026-02-12T08:53:15,CUS-105,PRV-034,Pediatrics,TRANSFER,161,610,3,
CALL-00241,2026-02-12T08:54:46,CUS-102,PRV-008,Neurology,SCHEDULED,305,234,7,
CALL-00240,2026-02-12T08:57:59,CUS-104,PRV-003,Family Medicine,SCHEDULED,589,546,4,
CALL-01588,2026-02-12T08:59:52,CUS-103,PRV-004,Pediatrics,CALL_FAILED,215,303,7,ERR-3579
CALL-01048,2026-02-12T09:00:07,CUS-101,PRV-047,Orthopedics,SCHEDULED,585,329,3,
CALL-01835,2026-02-12T09:02:33,CUS-103,PRV-033,Dermatology,SCHEDULED,347,189,4,
CALL-01339,2026-02-12T09:03:12,CUS-105,PRV-046,Neurology,TRANSFER,290,88,1,
CALL-00022,2026-02-12T09:10:12,CUS-102,PRV-003,Oncology,TOOL_ERROR,30,326,2,ERR-4646
CALL-00207,2026-02-12T09:15:09,CUS-103,PRV-028,Oncology,SCHEDULED,80,699,2,
CALL-00687,2026-02-12T09:16:49,CUS-103,PRV-017,Family Medicine,SCHEDULED,193,200,7,
CALL-00465,2026-02-12T09:22:51,CUS-105,PRV-036,Oncology,SCHEDULED,145,315,1,
CALL-00474,2026-02-12T09:23:07,CUS-103,PRV-044,Orthopedics,PATIENT_HANGUP,135,347,3,
CALL-01360,2026-02-12T09:24:09,CUS-105,PRV-003,Neurology,SCHEDULED,107,573,7,
CALL-01130,2026-02-12T09:26:03,CUS-102,PRV-010,Dermatology,SCHEDULED,69,408,4,
CALL-01740,2026-02-12T09:27:49,CUS-103,PRV-035,Orthopedics,TRANSFER,584,378,6,
CALL-00762,2026-02-12T09:30:47,CUS-105,PRV-007,Cardiology,SCHEDULED,171,772,6,
CALL-00150,2026-02-12T09:39:59,CUS-102,PRV-046,Pediatrics,SCHEDULED,194,775,6,
CALL-00104,2026-02-12T09:41:40,CUS-101,PRV-003,Oncology,SCHEDULED,352,450,5,
CALL-01973,2026-02-12T09:43:56,CUS-104,PRV-049,Orthopedics,SCHEDULED,83,426,6,
CALL-00064,2026-02-12T09:44:58,CUS-103,PRV-021,Family Medicine,SCHEDULED,81,536,1,
CALL-00744,2026-02-12T09:47:55,CUS-105,PRV-027,Oncology,SCHEDULED,135,495,3,
CALL-00130,2026-02-12T09:48:21,CUS-102,PRV-019,Internal Medicine,TIMEOUT,189,48943,5,ERR-4763
CALL-00987,2026-02-12T09:49:01,CUS-105,PRV-045,Neurology,NO_AVAILABILITY,600,236,4,ERR-1325
CALL-01244,2026-02-12T09:51:17,CUS-105,PRV-015,Neurology,SCHEDULED,65,424,3,
CALL-00089,2026-02-12T09:51:33,CUS-101,PRV-022,Dermatology,NO_AVAILABILITY,172,557,7,ERR-7765
CALL-01950,2026-02-12T09:53:44,CUS-104,PRV-003,Internal Medicine,SCHEDULED,15,318,7,
CALL-00322,2026-02-12T09:53:49,CUS-101,PRV-008,Family Medicine,SCHEDULED,212,505,1,
CALL-00526,2026-02-12T09:53:54,CUS-105,PRV-027,Orthopedics,SCHEDULED,244,107,6,
CALL-01072,2026-02-12T09:57:28,CUS-103,PRV-011,Cardiology,SCHEDULED,354,486,1,
CALL-01599,2026-02-12T09:58:02,CUS-102,PRV-008,Orthopedics,SCHEDULED,369,409,6,
CALL-01565,2026-02-12T10:00:43,CUS-101,PRV-023,Orthopedics,NO_AVAILABILITY,465,517,4,ERR-6830
CALL-01855,2026-02-12T10:00:54,CUS-104,PRV-015,Pediatrics,SCHEDULED,309,562,7,
CALL-00478,2026-02-12T10:05:33,CUS-105,PRV-010,Oncology,SCHEDULED,514,57,2,
CALL-01304,2026-02-12T10:05:59,CUS-102,PRV-021,Neurology,TOOL_ERROR,190,257,2,ERR-7575
CALL-00608,2026-02-12T10:09:25,CUS-105,PRV-028,Neurology,SCHEDULED,294,428,1,
CALL-00753,2026-02-12T10:10:00,CUS-102,PRV-014,Dermatology,PATIENT_HANGUP,165,196,2,
CALL-01746,2026-02-12T10:16:18,CUS-105,PRV-014,Cardiology,SCHEDULED,515,572,5,
CALL-00369,2026-02-12T10:30:06,CUS-103,PRV-037,Family Medicine,TRANSFER,326,145,2,
CALL-00183,2026-02-12T10:35:26,CUS-103,PRV-028,Orthopedics,PATIENT_HANGUP,502,745,3,
CALL-01789,2026-02-12T10:35:30,CUS-104,PRV-042,Neurology,NO_AVAILABILITY,242,799,2,ERR-4513
CALL-00729,2026-02-12T10:35:46,CUS-102,PRV-001,Cardiology,PATIENT_HANGUP,554,154,5,
CALL-00586,2026-02-12T10:36:22,CUS-103,PRV-041,Dermatology,SCHEDULED,49,573,3,
CALL-01824,2026-02-12T10:37:07,CUS-105,PRV-001,Cardiology,TRANSFER,600,631,1,
CALL-00933,2026-02-12T10:42:28,CUS-103,PRV-035,Pediatrics,SCHEDULED,598,570,4,
CALL-01310,2026-02-12T10:43:16,CUS-101,PRV-026,Family Medicine,TRANSFER,160,524,6,
CALL-01228,2026-02-12T10:44:52,CUS-102,PRV-018,Neurology,PATIENT_HANGUP,176,658,5,
CALL-01985,2026-02-12T10:51:37,CUS-105,PRV-012,Dermatology,CALL_FAILED,595,599,2,ERR-9036
CALL-00815,2026-02-12T10:54:25,CUS-104,PRV-049,Family Medicine,SCHEDULED,475,210,7,
CALL-01844,2026-02-12T10:54:40,CUS-103,PRV-025,Cardiology,SCHEDULED,105,390,2,
CALL-01584,2026-02-12T10:57:17,CUS-102,PRV-006,Internal Medicine,SCHEDULED,393,72,5,
CALL-01316,2026-02-12T10:57:25,CUS-105,PRV-050,Internal Medicine,PATIENT_HANGUP,30,423,7,
CALL-00199,2026-02-12T11:01:44,CUS-104,PRV-038,Cardiology,NO_AVAILABILITY,401,634,4,ERR-6282
CALL-01819,2026-02-12T11:02:03,CUS-104,PRV-037,Orthopedics,SCHEDULED,145,252,7,
CALL-01943,2026-02-12T11:03:56,CUS-105,PRV-022,Neurology,TOOL_ERROR,558,246,3,ERR-9871
CALL-00308,2026-02-12T11:05:07,CUS-101,PRV-035,Internal Medicine,SCHEDULED,202,311,7,
CALL-00675,2026-02-12T11:05:13,CUS-102,PRV-034,Orthopedics,SCHEDULED,581,265,1,
CALL-00160,2026-02-12T11:10:51,CUS-104,PRV-047,Oncology,SCHEDULED,103,197,2,
CALL-00475,2026-02-12T11:16:13,CUS-101,PRV-048,Oncology,SCHEDULED,327,708,5,
CALL-01629,2026-02-12T11:19:34,CUS-104,PRV-032,Oncology,SCHEDULED,473,657,4,
CALL-01230,2026-02-12T11:24:49,CUS-105,PRV-030,Dermatology,PATIENT_HANGUP,133,761,2,
CALL-00406,2026-02-12T11:29:18,CUS-104,PRV-036,Family Medicine,SCHEDULED,154,782,4,
CALL-01816,2026-02-12T11:30:35,CUS-104,PRV-033,Oncology,SCHEDULED,489,438,1,
CALL-01561,2026-02-12T11:41:13,CUS-102,PRV-048,Dermatology,SCHEDULED,383,641,5,
CALL-01758,2026-02-12T11:47:32,CUS-105,PRV-020,Family Medicine,TRANSFER,463,224,5,
CALL-00804,2026-02-12T11:47:44,CUS-102,PRV-018,Cardiology,TRANSFER,200,744,3,
CALL-01790,2026-02-12T11:48:30,CUS-104,PRV-001,Pediatrics,SCHEDULED,23,669,1,
CALL-00440,2026-02-12T11:52:42,CUS-102,PRV-002,Oncology,SCHEDULED,499,406,7,
CALL-01116,2026-02-12T11:55:58,CUS-102,PRV-015,Oncology,SCHEDULED,548,118,2,
CALL-01011,2026-02-12T12:00:27,CUS-102,PRV-010,Internal Medicine,SCHEDULED,31,450,4,
CALL-00197,2026-02-12T12:03:42,CUS-102,PRV-016,Orthopedics,TRANSFER,101,754,1,
CALL-00797,2026-02-12T12:03:56,CUS-105,PRV-044,Neurology,SCHEDULED,360,741,3,
CALL-00899,2026-02-12T12:08:46,CUS-103,PRV-001,Dermatology,SCHEDULED,584,734,3,
CALL-00436,2026-02-12T12:09:52,CUS-103,PRV-015,Family Medicine,CALL_FAILED,165,665,3,ERR-3389
CALL-00507,2026-02-12T12:09:57,CUS-104,PRV-006,Family Medicine,SCHEDULED,204,230,2,
CALL-00226,2026-02-12T12:11:25,CUS-104,PRV-037,Orthopedics,SCHEDULED,38,621,6,
CALL-00759,2026-02-12T12:11:59,CUS-101,PRV-013,Family Medicine,SCHEDULED,214,55,5,
CALL-01866,2026-02-12T12:14:21,CUS-105,PRV-011,Dermatology,SCHEDULED,185,621,5,
CALL-01096,2026-02-12T12:15:25,CUS-104,PRV-046,Pediatrics,NO_AVAILABILITY,485,600,3,ERR-3397
CALL-01821,2026-02-12T12:17:27,CUS-102,PRV-010,Cardiology,SCHEDULED,185,254,6,
CALL-00755,2026-02-12T12:19:32,CUS-101,PRV-016,Oncology,SCHEDULED,409,773,4,
CALL-01208,2026-02-12T12:19:41,CUS-102,PRV-029,Orthopedics,CALL_FAILED,297,538,4,ERR-5417
CALL-01583,2026-02-12T12:36:30,CUS-103,PRV-026,Oncology,NO_AVAILABILITY,529,441,7,ERR-2041
CALL-00279,2026-02-12T12:40:42,CUS-102,PRV-010,Oncology,TIMEOUT,156,56272,4,ERR-7773
CALL-00774,2026-02-12T12:41:51,CUS-103,PRV-014,Neurology,CALL_FAILED,530,614,7,ERR-5406
CALL-00722,2026-02-12T12:42:07,CUS-103,PRV-045,Oncology,TOOL_ERROR,510,550,3,ERR-7750
CALL-00246,2026-02-12T12:46:46,CUS-105,PRV-009,Orthopedics,PATIENT_HANGUP,304,380,7,
CALL-01582,2026-02-12T12:50:29,CUS-104,PRV-038,Pediatrics,TOOL_ERROR,358,254,2,ERR-4930
CALL-01076,2026-02-12T12:50:44,CUS-104,PRV-002,Neurology,TRANSFER,123,478,4,
CALL-01636,2026-02-12T12:59:18,CUS-104,PRV-043,Oncology,SCHEDULED,353,318,7,
CALL-01581,2026-02-12T13:01:23,CUS-103,PRV-024,Family Medicine,TOOL_ERROR,414,756,3,ERR-5400
CALL-00441,2026-02-12T13:04:33,CUS-103,PRV-019,Orthopedics,TOOL_ERROR,576,453,1,ERR-3144
CALL-01486,2026-02-12T13:07:02,CUS-101,PRV-033,Family Medicine,TOOL_ERROR,139,61,3,ERR-2369
CALL-00193,2026-02-12T13:08:19,CUS-104,PRV-032,Dermatology,TRANSFER,517,725,5,
CALL-00783,2026-02-12T13:10:29,CUS-101,PRV-043,Internal Medicine,SCHEDULED,191,358,3,
CALL-00817,2026-02-12T13:12:40,CUS-101,PRV-040,Orthopedics,SCHEDULED,530,132,5,
CALL-01857,2026-02-12T13:16:55,CUS-101,PRV-023,Dermatology,PATIENT_HANGUP,59,236,1,
CALL-00958,2026-02-12T13:17:53,CUS-102,PRV-050,Family Medicine,SCHEDULED,25,691,6,
CALL-01183,2026-02-12T13:20:41,CUS-103,PRV-013,Cardiology,SCHEDULED,207,53,5,
CALL-01573,2026-02-12T13:25:12,CUS-103,PRV-039,Orthopedics,TOOL_ERROR,596,476,2,ERR-1139
CALL-00906,2026-02-12T13:37:10,CUS-104,PRV-049,Pediatrics,SCHEDULED,120,140,6,
CALL-01896,2026-02-12T13:44:08,CUS-103,PRV-039,Internal Medicine,SCHEDULED,556,491,6,
CALL-00185,2026-02-12T13:44:37,CUS-101,PRV-048,Internal Medicine,SCHEDULED,218,396,2,
CALL-01277,2026-02-12T13:48:35,CUS-102,PRV-040,Orthopedics,NO_AVAILABILITY,285,347,6,ERR-1660
CALL-01108,2026-02-12T13:50:56,CUS-105,PRV-022,Neurology,SCHEDULED,534,680,4,
CALL-00405,2026-02-12T13:54:05,CUS-103,PRV-039,Internal Medicine,TRANSFER,194,313,4,
CALL-00975,2026-02-12T13:56:26,CUS-104,PRV-047,Family Medicine,SCHEDULED,412,524,3,
CALL-01570,2026-02-12T14:00:32,CUS-101,PRV-024,Oncology,TRANSFER,392,477,7,
CALL-01990,2026-02-12T14:01:24,CUS-105,PRV-012,Dermatology,TRANSFER,566,499,2,
CALL-01206,2026-02-12T14:10:03,CUS-101,PRV-048,Family Medicine,TRANSFER,223,473,1,
CALL-00123,2026-02-12T14:11:10,CUS-101,PRV-004,Neurology,SCHEDULED,460,307,3,
CALL-01547,2026-02-12T14:14:50,CUS-102,PRV-040,Cardiology,SCHEDULED,357,517,3,
